word	nodeType	unit
act	NOUN	hack11a
security	NOUN	hack11a
stone	NOUN	hack11a
machine	NOUN	hack11a
argument	NOUN	hack11a
communication	NOUN	hack11a
safety	NOUN	hack11a
convenience	NOUN	hack11a
state	NOUN	hack11a
boy	NOUN	hack11a
gutter	NOUN	hack11a
rabble	NOUN	hack11a
system	NOUN	hack11a
telephone	NOUN	hack11a
system	NOUN	hack11a
inadequacy	NOUN	hack11a
devotee	NOUN	hack11a
trip	NOUN	hack11a
skeptic	NOUN	hack11a
issue	NOUN	hack11a
class	NOUN	hack11a
privacy	NOUN	hack11a
ball	NOUN	hack11a
chain	NOUN	hack11a
progress	NOUN	hack11a
fool	NOUN	hack11a
street	NOUN	hack11a
office	NOUN	hack11a
home	NOUN	hack11a
ringing	NOUN	hack11a
telephone	NOUN	hack11a
bell	NOUN	hack11a
phone	NOUN	hack11a
use	NOUN	hack11a
business	NOUN	hack11a
phone	NOUN	hack11a
closet	NOUN	hack11a
smoking	NOUN	hack11a
room	NOUN	hack11a
servant	NOUN	hack11a
quarter	NOUN	hack11a
telephone	NOUN	hack11a
operator	NOUN	hack11a
place	NOUN	hack11a
one	NOUN	hack11a
breeding	NOUN	hack11a
telephone	NOUN	hack11a
number	NOUN	hack11a
business	NOUN	hack11a
card	NOUN	hack11a
attempt	NOUN	hack11a
acquaintance	NOUN	hack11a
stranger	NOUN	hack11a
phone	NOUN	hack11a
access	NOUN	hack11a
right	NOUN	hack11a
suffrage	NOUN	hack11a
woman	NOUN	hack11a
phone	NOUN	hack11a
system	NOUN	hack11a
woman	NOUN	hack11a
telephone	NOUN	hack11a
feminization	NOUN	hack11a
telephone	NOUN	hack11a
foreigner	NOUN	hack11a
phone	NOUN	hack11a
day	NOUN	hack11a
day	NOUN	hack11a
year	NOUN	hack11a
phone	NOUN	hack11a
network	NOUN	hack11a
telephone	NOUN	hack11a
company	NOUN	hack11a
employer	NOUN	hack11a
woman	NOUN	hack11a
daughter	NOUN	hack11a
class	NOUN	hack11a
army	NOUN	hack11a
woman	NOUN	hack11a
quarter	NOUN	hack11a
woman	NOUN	hack11a
telephone	NOUN	hack11a
work	NOUN	hack11a
woman	NOUN	hack11a
work	NOUN	hack11a
contribution	NOUN	hack11a
good	NOUN	hack11a
community	NOUN	hack11a
woman	NOUN	hack11a
ideal	NOUN	hack11a
service	NOUN	hack11a
area	NOUN	hack11a
woman	NOUN	hack11a
operator	NOUN	hack11a
party-	NOUN	hack11a
line	NOUN	hack11a
power	NOUN	hack11a
operator	NOUN	hack11a
party	NOUN	hack11a
line	NOUN	hack11a
suffragist	NOUN	hack11a
telephone	NOUN	hack11a
company	NOUN	hack11a
woman	NOUN	hack11a
sake	NOUN	hack11a
liberation	NOUN	hack11a
reason	NOUN	hack11a
telephone	NOUN	hack11a
operator	NOUN	hack11a
system	NOUN	hack11a
woman	NOUN	hack11a
boy	NOUN	hack11a
messenger	NOUN	hack11a
boy	NOUN	hack11a
group	NOUN	hack11a
phone	NOUN	hack11a
office	NOUN	hack11a
customer	NOUN	hack11a
bill	NOUN	hack11a
phone	NOUN	hack11a
connection	NOUN	hack11a
switchboard	NOUN	hack11a
cheap	NOUN	hack11a
year	NOUN	hack11a
operation	NOUN	hack11a
company	NOUN	hack11a
lesson	NOUN	hack11a
boy	NOUN	hack11a
telephone	NOUN	hack11a
switchboard	NOUN	hack11a
boy	NOUN	hack11a
charge	NOUN	hack11a
phone	NOUN	hack11a
system	NOUN	hack11a
disaster	NOUN	hack11a
engineer	NOUN	hack11a
boy	NOUN	hack11a
customer	NOUN	hack11a
subscriber	NOUN	hack11a
remark	NOUN	hack11a
lip	NOUN	hack11a
rascal	NOUN	hack11a
permission	NOUN	hack11a
trick	NOUN	hack11a
switchboard	NOUN	hack11a
plug	NOUN	hack11a
disconnecting	NOUN	hack11a
call	NOUN	hack11a
crossing	NOUN	hack11a
line	NOUN	hack11a
customer	NOUN	hack11a
stranger	NOUN	hack11a
combination	NOUN	hack11a
power	NOUN	hack11a
mastery	NOUN	hack11a
anonymity	NOUN	hack11a
catnip	NOUN	hack11a
boy	NOUN	hack11a
kid	NOUN	hack11a
wire	NOUN	hack11a
phenomenon	NOUN	hack11a
beginning	NOUN	hack11a
phone	NOUN	hack11a
system	NOUN	hack11a
commentator	NOUN	hack11a
doubt	NOUN	hack11a
boy	NOUN	hack11a
teen	NOUN	hack11a
work	NOUN	hack11a
condition	NOUN	hack11a
employment	NOUN	hack11a
spirit	NOUN	hack11a
boy	NOUN	hack11a
age	NOUN	hack11a
attention	NOUN	hack11a
want	NOUN	hack11a
telephone	NOUN	hack11a
subscriber	NOUN	hack11a
boy	NOUN	hack11a
system	NOUN	hack11a
control	NOUN	hack11a
switchboard	NOUN	hack11a
spirit	NOUN	hack11a
boy	NOUN	hack11a
world	NOUN	hack11a
telephony	NOUN	hack11a
stage	NOUN	hack11a
life	NOUN	hack11a
cycle	NOUN	hack11a
death	NOUN	hack11a
tech	NOUN	hack11a
telephone	NOUN	hack11a
fate	NOUN	hack11a
contrary	NOUN	hack11a
speed	NOUN	hack11a
telephone	NOUN	hack11a
state	NOUN	hack11a
artifact	NOUN	hack11a
household	NOUN	hack11a
object	NOUN	hack11a
telephone	NOUN	hack11a
clock	NOUN	hack11a
pen	NOUN	hack11a
paper	NOUN	hack11a
kitchen	NOUN	hack11a
utensil	NOUN	hack11a
water	NOUN	hack11a
technology	NOUN	hack11a
absence	NOUN	hack11a
telephone	NOUN	hack11a
telephone	NOUN	hack11a
system	NOUN	hack11a
machine	NOUN	hack11a
world	NOUN	hack11a
telephone	NOUN	hack11a
user	NOUN	hack11a
citizen	NOUN	hack11a
1870	NOUN	hack11a
telephone	NOUN	hack11a
tech	NOUN	hack11a
stunt	NOUN	hack11a
computing	NOUN	hack11a
today	NOUN	hack11a
bulletin	NOUN	hack11a
board	NOUN	hack11a
system	NOUN	hack11a
dialling	NOUN	hack11a
fiber	NOUN	hack11a
optic	NOUN	hack11a
transmission	NOUN	hack11a
computer	NOUN	hack11a
virus	NOUN	hack11a
stunt	NOUN	hack11a
tangle	NOUN	hack11a
law	NOUN	hack11a
crime	NOUN	hack11a
society	NOUN	hack11a
challenge	NOUN	hack11a
stage	NOUN	hack11a
telephone	NOUN	hack11a
sensation	NOUN	hack11a
weirdness	NOUN	hack11a
people	NOUN	hack11a
voice	NOUN	hack11a
relative	NOUN	hack11a
friend	NOUN	hack11a
home	NOUN	hack11a
telephone	NOUN	hack11a
telephone	NOUN	hack11a
tech	NOUN	hack11a
totem	NOUN	hack11a
pillar	NOUN	hack11a
human	NOUN	hack11a
community	NOUN	hack11a
computer	NOUN	hack11a
network	NOUN	hack11a
computer	NOUN	hack11a
network	NOUN	hack11a
telephone	NOUN	hack11a
computer	NOUN	hack11a
network	NOUN	hack11a
head	NOUN	hack11a
scratching	NOUN	hack11a
user	NOUN	hack11a
tech	NOUN	hack11a
item	NOUN	hack11a
source	NOUN	hack11a
community	NOUN	hack11a
word	NOUN	hack11a
community	NOUN	hack11a
communication	NOUN	hack11a
root	NOUN	hack11a
communication	NOUN	hack11a
network	NOUN	hack11a
community	NOUN	hack11a
price	NOUN	hack11a
affordability	NOUN	hack11a
community	NOUN	hack11a
community	NOUN	hack11a
People	NOUN	hack11a
community	NOUN	hack11a
self	NOUN	hack11a
community	NOUN	hack11a
computer	NOUN	hack11a
network	NOUN	hack11a
1980	NOUN	hack11a
community	NOUN	hack11a
telephony	NOUN	hack11a
law	NOUN	hack11a
enforcement	NOUN	hack11a
computing	NOUN	hack11a
underground	NOUN	hack11a
year	NOUN	hack11a
rallying	NOUN	hack11a
arresting	NOUN	hack11a
suing	NOUN	hack11a
manifesto	NOUN	hack11a
none	NOUN	hack11a
event	NOUN	hack11a
kind	NOUN	hack11a
precedent	NOUN	hack11a
sense	NOUN	hack11a
gravity	NOUN	hack11a
importance	NOUN	hack11a
feeling	NOUN	hack11a
feeling	NOUN	hack11a
stake	NOUN	hack11a
trouble	NOUN	hack11a
cyberspace	NOUN	hack11a
mischief	NOUN	hack11a
skirmishing	NOUN	hack11a
fight	NOUN	hack11a
issue	NOUN	hack11a
fight	NOUN	hack11a
community	NOUN	hack11a
survival	NOUN	hack11a
shape	NOUN	hack11a
future	NOUN	hack11a
community	NOUN	hack11a
community	NOUN	hack11a
worry	NOUN	hack11a
complaint	NOUN	hack11a
rumor	NOUN	hack11a
speculation	NOUN	hack11a
catalyst	NOUN	hack11a
shock	NOUN	hack11a
world	NOUN	hack11a
publicity	NOUN	hack11a
break	NOUN	hack11a
cause	NOUN	hack11a
celebre	NOUN	hack11a
cause	NOUN	hack11a
telephone	NOUN	hack11a
community	NOUN	hack11a
community	NOUN	hack11a
telephone	NOUN	hack11a
technician	NOUN	hack11a
engineer	NOUN	hack11a
operator	NOUN	hack11a
researcher	NOUN	hack11a
community	NOUN	hack11a
cyberspace	NOUN	hack11a
veteran	NOUN	hack11a
group	NOUN	hack11a
way	NOUN	hack11a
generation	NOUN	hack11a
day	NOUN	hack11a
community	NOUN	hack11a
people	NOUN	hack11a
phone	NOUN	hack11a
system	NOUN	hack11a
today	NOUN	hack11a
grandparent	NOUN	hack11a
phone	NOUN	hack11a
system	NOUN	hack11a
specialty	NOUN	hack11a
magazine	NOUN	hack11a
TELEPHONY	NOUN	hack11a
decade	NOUN	hack11a
computer	NOUN	hack11a
publication	NOUN	hack11a
week	NOUN	hack11a
johnny	NOUN	hack11a
come	NOUN	hack11a
latelie	NOUN	hack11a
phone	NOUN	hack11a
company	NOUN	hack11a
seat	NOUN	hack11a
high-	NOUN	hack11a
technology	NOUN	hack11a
company	NOUN	hack11a
researcher	NOUN	hack11a
market	NOUN	hack11a
researcher	NOUN	hack11a
device	NOUN	hack11a
transistor	NOUN	hack11a
groups	NOUN	hack11a
industry	NOUN	hack11a
world	NOUN	hack11a
patent	NOUN	hack11a
day	NOUN	hack11a
discovery	NOUN	hack11a
astronomy	NOUN	hack11a
physics	NOUN	hack11a
cosmology	NOUN	hack11a
year	NOUN	hack11a
history	NOUN	hack11a
company	NOUN	hack11a
way	NOUN	hack11a
life	NOUN	hack11a
divestiture	NOUN	hack11a
1980	NOUN	hack11a
mega	NOUN	hack11a
-	NOUN	hack11a
employer	NOUN	hack11a
image	NOUN	hack11a
giant	NOUN	hack11a
voice	NOUN	hack11a
smile	NOUN	hack11a
world	NOUN	hack11a
lineman	NOUN	hack11a
helmet	NOUN	hack11a
phone	NOUN	hack11a
girl	NOUN	hack11a
headset	NOUN	hack11a
nylon	NOUN	hack11a
employee	NOUN	hack11a
rock	NOUN	hack11a
member	NOUN	hack11a
enthusiast	NOUN	hack11a
school	NOUN	hack11a
board	NOUN	hack11a
people	NOUN	hack11a
heyday	NOUN	hack11a
employee	NOUN	hack11a
corp	NOUN	hack11a
bottom	NOUN	hack11a
ethos	NOUN	hack11a
service	NOUN	hack11a
money	NOUN	hack11a
money	NOUN	hack11a
relation	NOUN	hack11a
marketeering	NOUN	hack11a
People	NOUN	hack11a
life	NOUN	hack11a
life	NOUN	hack11a
money	NOUN	hack11a
people	NOUN	hack11a
midst	NOUN	hack11a
storm	NOUN	hack11a
earthquake	NOUN	hack11a
pole	NOUN	hack11a
manhole	NOUN	hack11a
graveyard	NOUN	hack11a
shift	NOUN	hack11a
switching	NOUN	hack11a
system	NOUN	hack11a
ethic	NOUN	hack11a
equivalent	NOUN	hack11a
postman	NOUN	hack11a
rain	NOUN	hack11a
snow	NOUN	hack11a
gloom	NOUN	hack11a
night	NOUN	hack11a
courier	NOUN	hack11a
system	NOUN	hack11a
cynicism	NOUN	hack11a
fact	NOUN	hack11a
thousand	NOUN	hack11a
people	NOUN	hack11a
ideal	NOUN	hack11a
service	NOUN	hack11a
power	NOUN	hack11a
corporation	NOUN	hack11a
state	NOUN	hack11a
fact	NOUN	hack11a
government	NOUN	hack11a
lot	NOUN	hack11a
money	NOUN	hack11a
company	NOUN	hack11a
fray	NOUN	hack11a
operating	NOUN	hack11a
company	NOUN	hack11a
ivory	NOUN	hack11a
tower	NOUN	hack11a
heart	NOUN	hack11a
phone	NOUN	hack11a
company	NOUN	hack11a
independent	NOUN	hack11a
cooperative	NOUN	hack11a
fry	NOUN	hack11a
decade	NOUN	hack11a
phone	NOUN	hack11a
company	NOUN	hack11a
fear	NOUN	hack11a
loathing	NOUN	hack11a
monopoly	NOUN	hack11a
century	NOUN	hack11a
enemy	NOUN	hack11a
newspaper	NOUN	hack11a
manifesto	NOUN	hack11a
entrepreneur	NOUN	hack11a
wrong	NOUN	hack11a
phone	NOUN	hack11a
network	NOUN	hack11a
street	NOUN	hack11a
agent	NOUN	hack11a
sweetness	NOUN	hack11a
operator	NOUN	hack11a
inventor	NOUN	hack11a
engineer	NOUN	hack11a
sense	NOUN	hack11a
power	NOUN	hack11a
mastery	NOUN	hack11a
life	NOUN	hack11a
nation	NOUN	hack11a
machine	NOUN	hack11a
year	NOUN	hack11a
life	NOUN	hack11a
temple	NOUN	hack11a
elite	NOUN	hack11a
other	NOUN	hack11a
fact	NOUN	hack11a
other	NOUN	hack11a
attraction	NOUN	hack11a
sensation	NOUN	hack11a
power	NOUN	hack11a
power	NOUN	hack11a
people	NOUN	hack11a
charm	NOUN	hack11a
people	NOUN	hack11a
core	NOUN	hack11a
life	NOUN	hack11a
addiction	NOUN	hack11a
People	NOUN	hack11a
boy	NOUN	hack11a
life	NOUN	hack11a
put	NOUN	hack11a
upon	NOUN	hack11a
sensation	NOUN	hack11a
power	NOUN	hack11a
sort	NOUN	hack11a
thing	NOUN	hack11a
power	NOUN	hack11a
electronics	NOUN	hack11a
act	NOUN	hack11a
book	NOUN	hack11a
power	NOUN	hack11a
capitalism	NOUN	hack11a
service	NOUN	hack11a
fashion	NOUN	hack11a
decade	NOUN	hack11a
people	NOUN	hack11a
1980	NOUN	hack11a
friend	NOUN	hack11a
world	NOUN	hack11a
socialism	NOUN	hack11a
fashion	NOUN	hack11a
punishment	NOUN	hack11a
people	NOUN	hack11a
telephone	NOUN	hack11a
community	NOUN	hack11a
court	NOUN	hack11a
action	NOUN	hack11a
piece	NOUN	hack11a
entity	NOUN	hack11a
core	NOUN	hack11a
company	NOUN	hack11a
manufacturing	NOUN	hack11a
arm	NOUN	hack11a
arbock	NOUN	hack11a
titan	NOUN	hack11a
chunk	NOUN	hack11a
enterprise	NOUN	hack11a
company	NOUN	hack11a
plenty	NOUN	hack11a
wealth	NOUN	hack11a
power	NOUN	hack11a
line	NOUN	hack11a
policy	NOUN	hack11a
system	NOUN	hack11a
socialism	NOUN	hack11a
time	NOUN	hack11a
telephone	NOUN	hack11a
policy	NOUN	hack11a
level	NOUN	hack11a
breakup	NOUN	hack11a
remnant	NOUN	hack11a
marketplace	NOUN	hack11a
top	NOUN	hack11a
turmoil	NOUN	hack11a
patchwork	NOUN	hack11a
state	NOUN	hack11a
jurisdiction	NOUN	hack11a
corporation	NOUN	hack11a
interest	NOUN	hack11a
predicament	NOUN	hack11a
people	NOUN	hack11a
fate	NOUN	hack11a
transition	NOUN	hack11a
market	NOUN	hack11a
company	NOUN	hack11a
company	NOUN	hack11a
side	NOUN	hack11a
side	NOUN	hack11a
state	NOUN	hack11a
regulator	NOUN	hack11a
court	NOUN	hack11a
magistrate	NOUN	hack11a
breakup	NOUN	hack11a
czar	NOUN	hack11a
telecommunication	NOUN	hack11a
people	NOUN	hack11a
kind	NOUN	hack11a
limbo	NOUN	hack11a
today	NOUN	hack11a
service	NOUN	hack11a
service	NOUN	hack11a
money	NOUN	hack11a
one	NOUN	hack11a
mind	NOUN	hack11a
authority	NOUN	hack11a
nettle	NOUN	hack11a
telephone	NOUN	hack11a
people	NOUN	hack11a
country	NOUN	hack11a
telephone	NOUN	hack11a
system	NOUN	hack11a
today	NOUN	hack11a
telephone	NOUN	hack11a
system	NOUN	hack11a
telephone	NOUN	hack11a
system	NOUN	hack11a
condition	NOUN	hack11a
system	NOUN	hack11a
distance	NOUN	hack11a
service	NOUN	hack11a
percent	NOUN	hack11a
system	NOUN	hack11a
remainder	NOUN	hack11a
midget	NOUN	hack11a
distance	NOUN	hack11a
company	NOUN	hack11a
war	NOUN	hack11a
practice	NOUN	hack11a
slamming	NOUN	hack11a
method	NOUN	hack11a
client	NOUN	hack11a
rival	NOUN	hack11a
regularity	NOUN	hack11a
realm	NOUN	hack11a
distance	NOUN	hack11a
service	NOUN	hack11a
battle	NOUN	hack11a
distance	NOUN	hack11a
monopoly	NOUN	hack11a
breakup	NOUN	hack11a
battlefield	NOUN	hack11a
shame	NOUN	hack11a
blame	NOUN	hack11a
advertisement	NOUN	hack11a
work	NOUN	hack11a
shadiness	NOUN	hack11a
competitor	NOUN	hack11a
cruelty	NOUN	hack11a
blood	NOUN	hack11a
industry	NOUN	hack11a
resentment	NOUN	hack11a
logo	NOUN	hack11a
sphere	NOUN	hack11a
industry	NOUN	hack11a
reference	NOUN	hack11a
movie	NOUN	hack11a
tech	NOUN	hack11a
fortress	NOUN	hack11a
employee	NOUN	hack11a
shirt	NOUN	hack11a
employee	NOUN	hack11a
logo	NOUN	hack11a
sphere	NOUN	hack11a
comment	NOUN	hack11a
brain	NOUN	hack11a
brain	NOUN	hack11a
drug	NOUN	hack11a
effort	NOUN	hack11a
computer	NOUN	hack11a
market	NOUN	hack11a
telco	NOUN	hack11a
computer	NOUN	hack11a
expert	NOUN	hack11a
competitor	NOUN	hack11a
pole	NOUN	hack11a
climber	NOUN	hack11a
arbock	NOUN	hack11a
friend	NOUN	hack11a
condition	NOUN	hack11a
competition	NOUN	hack11a
crash	NOUN	hack11a
embarrassment	NOUN	hack11a
blow	NOUN	hack11a
reputation	NOUN	hack11a
reliability	NOUN	hack11a
day	NOUN	hack11a
crash	NOUN	hack11a
term	NOUN	hack11a
humility	NOUN	hack11a
service	NOUN	hack11a
disruption	NOUN	hack11a
standard	NOUN	hack11a
quality	NOUN	hack11a
people	NOUN	hack11a
service	NOUN	hack11a
scientist	NOUN	hack11a
network	NOUN	hack11a
engineer	NOUN	hack11a
recurrence	NOUN	hack11a
way	NOUN	hack11a
inconvenience	NOUN	hack11a
problem	NOUN	hack11a
letter	NOUN	hack11a
customer	NOUN	hack11a
ad	NOUN	hack11a
country	NOUN	hack11a
press	NOUN	hack11a
release	NOUN	hack11a
pain	NOUN	hack11a
software	NOUN	hack11a
glitch	NOUN	hack11a
fact	NOUN	hack11a
switching	NOUN	hack11a
software	NOUN	hack11a
plan	NOUN	hack11a
rebate	NOUN	hack11a
service	NOUN	hack11a
day	NOUN	hack11a
loss	NOUN	hack11a
resource	NOUN	hack11a
scientist	NOUN	hack11a
engineer	NOUN	hack11a
public	NOUN	hack11a
chance	NOUN	hack11a
recurrence	NOUN	hack11a
problem	NOUN	hack11a
magnitude	NOUN	hack11a
meantime	NOUN	hack11a
police	NOUN	hack11a
security	NOUN	hack11a
suspicion	NOUN	hack11a
chance	NOUN	hack11a
recurrence	NOUN	hack11a
reason	NOUN	hack11a
problem	NOUN	hack11a
magnitude	NOUN	hack11a
Police	NOUN	hack11a
security	NOUN	hack11a
fact	NOUN	hack11a
hacker	NOUN	hack11a
sophistication	NOUN	hack11a
switching	NOUN	hack11a
station	NOUN	hack11a
rumor	NOUN	hack11a
virus	NOUN	hack11a
logic	NOUN	hack11a
bomb	NOUN	hack11a
switch	NOUN	hack11a
underground	NOUN	hack11a
chortling	NOUN	hack11a
predicament	NOUN	hack11a
speculation	NOUN	hack11a
hacker	NOUN	hack11a
genius	NOUN	hack11a
hacker	NOUN	hack11a
police	NOUN	hack11a
informant	NOUN	hack11a
culprit	NOUN	hack11a
people	NOUN	hack11a
comfort	NOUN	hack11a
objectivity	NOUN	hack11a
possibility	NOUN	hack11a
bone	NOUN	hack11a
misbehavior	NOUN	hack11a
phone	NOUN	hack11a
system	NOUN	hack11a
trouble	NOUN	hack11a
independent	NOUN	hack11a
loop	NOUN	hack11a
trouble	NOUN	hack11a
core	NOUN	hack11a
system	NOUN	hack11a
distance	NOUN	hack11a
switching	NOUN	hack11a
station	NOUN	hack11a
affair	NOUN	hack11a
people	NOUN	hack11a
difference	NOUN	hack11a
roach	NOUN	hack11a
kitchen	NOUN	hack11a
sewer	NOUN	hack11a
rat	NOUN	hack11a
bedroom	NOUN	hack11a
outside	NOUN	hack11a
citizen	NOUN	hack11a
telco	NOUN	hack11a
public	NOUN	hack11a
apparat	NOUN	hack11a
telco	NOUN	hack11a
citizen	NOUN	hack11a
routine	NOUN	hack11a
magnet	NOUN	hack11a
school	NOUN	hack11a
news	NOUN	hack11a
show	NOUN	hack11a
television	NOUN	hack11a
suspicion	NOUN	hack11a
inside	NOUN	hack11a
competition	NOUN	hack11a
system	NOUN	hack11a
interest	NOUN	hack11a
loss	NOUN	hack11a
morale	NOUN	hack11a
sensation	NOUN	hack11a
hand	NOUN	hack11a
change	NOUN	hack11a
loss	NOUN	hack11a
datum	NOUN	hack11a
revenue	NOUN	hack11a
form	NOUN	hack11a
transmission	NOUN	hack11a
theft	NOUN	hack11a
form	NOUN	hack11a
theft	NOUN	hack11a
scale	NOUN	hack11a
boldness	NOUN	hack11a
sophistication	NOUN	hack11a
factor	NOUN	hack11a
surprise	NOUN	hack11a
telco	NOUN	hack11a
litany	NOUN	hack11a
complaint	NOUN	hack11a
representative	NOUN	hack11a
shrill	NOUN	hack11a
complaint	NOUN	hack11a
law	NOUN	hack11a
enforcement	NOUN	hack11a
official	NOUN	hack11a
business	NOUN	hack11a
telephone	NOUN	hack11a
people	NOUN	hack11a
security	NOUN	hack11a
official	NOUN	hack11a
computer	NOUN	hack11a
hacker	NOUN	hack11a
underground	NOUN	hack11a
expertise	NOUN	hack11a
target	NOUN	hack11a
face	NOUN	hack11a
counterattack	NOUN	hack11a
rival	NOUN	hack11a
crowd	NOUN	hack11a
research	NOUN	hack11a
consortium	NOUN	hack11a
distance	NOUN	hack11a
carrier	NOUN	hack11a
role	NOUN	hack11a
hacker	NOUN	hack11a
dragnet	NOUN	hack11a
year	NOUN	hack11a
telco	NOUN	hack11a
way	NOUN	hack11a
initiative	NOUN	hack11a
year	NOUN	hack11a
turmoil	NOUN	hack11a
telco	NOUN	hack11a
government	NOUN	hack11a
official	NOUN	hack11a
concert	NOUN	hack11a
defense	NOUN	hack11a
optimism	NOUN	hack11a
enthusiasm	NOUN	hack11a
side	NOUN	hack11a
taste	NOUN	hack11a
vengeance	NOUN	hack11a
beginning	NOUN	hack11a
crackdown	NOUN	hack11a
name	NOUN	hack11a
problem	NOUN	hack11a
reason	NOUN	hack11a
secrecy	NOUN	hack11a
hacker	NOUN	hack11a
crackdown	NOUN	hack11a
hacker	NOUN	hack11a
code	NOUN	hack11a
thief	NOUN	hack11a
prey	NOUN	hack11a
bedroom	NOUN	hack11a
basement	NOUN	hack11a
evidence	NOUN	hack11a
hint	NOUN	hack11a
trouble	NOUN	hack11a
crime	NOUN	hack11a
police	NOUN	hack11a
public	NOUN	hack11a
crime	NOUN	hack11a
public	NOUN	hack11a
past	NOUN	hack11a
publicity	NOUN	hack11a
crime	NOUN	hack11a
official	NOUN	hack11a
vulnerability	NOUN	hack11a
system	NOUN	hack11a
weakness	NOUN	hack11a
experience	NOUN	hack11a
weakness	NOUN	hack11a
ten	NOUN	hack11a
thousand	NOUN	hack11a
people	NOUN	hack11a
grifter	NOUN	hack11a
hacker	NOUN	hack11a
phone	NOUN	hack11a
phreak	NOUN	hack11a
folk	NOUN	hack11a
service	NOUN	hack11a
kind	NOUN	hack11a
sport	NOUN	hack11a
interest	NOUN	hack11a
telco	NOUN	hack11a
sympathy	NOUN	hack11a
telco	NOUN	hack11a
computer	NOUN	hack11a
public	NOUN	hack11a
respect	NOUN	hack11a
gratitude	NOUN	hack11a
service	NOUN	hack11a
tech	NOUN	hack11a
telco	NOUN	hack11a
resentment	NOUN	hack11a
greed	NOUN	hack11a
official	NOUN	hack11a
phone	NOUN	hack11a
phreak	NOUN	hack11a
underground	NOUN	hack11a
manner	NOUN	hack11a
example	NOUN	hack11a
offender	NOUN	hack11a
ringleader	NOUN	hack11a
fry	NOUN	hack11a
hobbyist	NOUN	hack11a
grifter	NOUN	hack11a
jail	NOUN	hack11a
publicity	NOUN	hack11a
secrecy	NOUN	hack11a
word	NOUN	hack11a
crackdown	NOUN	hack11a
hacker	NOUN	hack11a
evidence	NOUN	hack11a
computer	NOUN	hack11a
earth	NOUN	hack11a
campaign	NOUN	hack11a
hacker	NOUN	hack11a
grifter	NOUN	hack11a
state	NOUN	hack11a
line	NOUN	hack11a
sign	NOUN	hack11a
trouble	NOUN	hack11a
crackdown	NOUN	hack11a
blue	NOUN	hack11a
corner	NOUN	hack11a
compass	NOUN	hack11a
motive	NOUN	hack11a
secrecy	NOUN	hack11a
case	NOUN	hack11a
scenario	NOUN	hack11a
campaign	NOUN	hack11a
telco	NOUN	hack11a
hacker	NOUN	hack11a
counter	NOUN	hack11a
-	NOUN	hack11a
attack	NOUN	hack11a
hacker	NOUN	hack11a
hacker	NOUN	hack11a
nation	NOUN	hack11a
distance	NOUN	hack11a
switching	NOUN	hack11a
system	NOUN	hack11a
crackdown	NOUN	hack11a
attempt	NOUN	hack11a
friend	NOUN	hack11a
fact	NOUN	hack11a
thing	NOUN	hack11a
possibility	NOUN	hack11a
counter	NOUN	hack11a
-	NOUN	hack11a
attack	NOUN	hack11a
hacker	NOUN	hack11a
concern	NOUN	hack11a
telco	NOUN	hack11a
point	NOUN	hack11a
fact	NOUN	hack11a
counter	NOUN	hack11a
-	NOUN	hack11a
attack	NOUN	hack11a
month	NOUN	hack11a
pain	NOUN	hack11a
notion	NOUN	hack11a
warning	NOUN	hack11a
risk	NOUN	hack11a
risk	NOUN	hack11a
attack	NOUN	hack11a
mercy	NOUN	hack11a
crasher	NOUN	hack11a
cop	NOUN	hack11a
protection	NOUN	hack11a
racket	NOUN	hack11a
future	NOUN	hack11a
publicity	NOUN	hack11a
thing	NOUN	hack11a
security	NOUN	hack11a
officer	NOUN	hack11a
security	NOUN	hack11a
condition	NOUN	hack11a
discretion	NOUN	hack11a
security	NOUN	hack11a
official	NOUN	hack11a
money	NOUN	hack11a
company	NOUN	hack11a
job	NOUN	hack11a
loss	NOUN	hack11a
money	NOUN	hack11a
profit	NOUN	hack11a
security	NOUN	hack11a
official	NOUN	hack11a
job	NOUN	hack11a
company	NOUN	hack11a
aspect	NOUN	hack11a
security	NOUN	hack11a
work	NOUN	hack11a
folk	NOUN	hack11a
chance	NOUN	hack11a
attention	NOUN	hack11a
effort	NOUN	hack11a
interest	NOUN	hack11a
friend	NOUN	hack11a
law	NOUN	hack11a
enforcement	NOUN	hack11a
official	NOUN	hack11a
law	NOUN	hack11a
enforcement	NOUN	hack11a
official	NOUN	hack11a
interest	NOUN	hack11a
prosecution	NOUN	hack11a
matter	NOUN	hack11a
interest	NOUN	hack11a
career	NOUN	hack11a
attorney	NOUN	hack11a
police	NOUN	hack11a
officer	NOUN	hack11a
publicity	NOUN	hack11a
purse	NOUN	hack11a
legislature	NOUN	hack11a
citation	NOUN	hack11a
promotion	NOUN	hack11a
rise	NOUN	hack11a
status	NOUN	hack11a
respect	NOUN	hack11a
peer	NOUN	hack11a
publicity	NOUN	hack11a
secrecy	NOUN	hack11a
cake	NOUN	hack11a
month	NOUN	hack11a
act	NOUN	hack11a
pain	NOUN	hack11a
agent	NOUN	hack11a
crackdown	NOUN	hack11a
likely--	NOUN	hack11a
crackdown	NOUN	hack11a
world	NOUN	hack11a
arrest	NOUN	hack11a
hacker	NOUN	hack11a
deeds	NOUN	hack11a
hacker	NOUN	hack11a
security	NOUN	hack11a
risk	NOUN	hack11a
threat	NOUN	hack11a
hacker	NOUN	hack11a
likelihood	NOUN	hack11a
